family	unit	store	v2ecoli_commit	parca_cache	fill_bundle	bundle_kind	ptools_tsv	viz	bytes	view_types	bundle_s3_uri	fill_jobs	sim_data_policy
run4min-pathway	38	sim201-cd2-run4-genotype38-minimal-4x8-post301-96b27f38-sim201-6b83			analysis-percellfill	dedicated-fill	20	20	37386156	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-genotype38-minimal-4x8-post301-96b27f38-sim201-6b83/analyses/analysis-percellfill/	cd2fill-run4-percell	explicit: carina_run4_genotype*_simData.cPickle
run4min-pathway	39	sim201-cd2-run4-genotype39-minimal-4x8-post301-96b27f38-sim201-b00d			analysis-mnp-sim201-cd2-run4-geno-4thhov	append-metabolites(into sim-time analysis)	163	307	782049246	cd1_exchange_fluxes,ptools_metabolites,ptools_overview,ptools_overview_multiseed,ptools_proteins,ptools_rna,ptools_rxns,ptools_rxns_multiseed	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-genotype39-minimal-4x8-post301-96b27f38-sim201-b00d/analyses/analysis-mnp-sim201-cd2-run4-geno-4thhov/	cd2fill-run4-percell	explicit: carina_run4_genotype*_simData.cPickle
run4min-pathway	40	sim201-cd2-run4-genotype40-minimal-4x8-post301-96b27f38-sim201-7aee			analysis-mnp-sim201-cd2-run4-geno-q1nnul	append-metabolites(into sim-time analysis)	160	288	435581668	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-genotype40-minimal-4x8-post301-96b27f38-sim201-7aee/analyses/analysis-mnp-sim201-cd2-run4-geno-q1nnul/	cd2fill-run4-percell	explicit: carina_run4_genotype*_simData.cPickle
run4min-pathway	41	sim201-cd2-run4-genotype41-minimal-4x8-post301-96b27f38-sim201-9c9c			analysis-mnp-sim201-cd2-run4-geno-f4o2yi	append-metabolites(into sim-time analysis)	160	288	424365327	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-genotype41-minimal-4x8-post301-96b27f38-sim201-9c9c/analyses/analysis-mnp-sim201-cd2-run4-geno-f4o2yi/	cd2fill-run4-percell	explicit: carina_run4_genotype*_simData.cPickle
run4min-pathway	42	sim201-cd2-run4-genotype42-minimal-4x8-post301-96b27f38-sim201-7558			analysis-mnp-sim201-cd2-run4-geno-kpmep2	append-metabolites(into sim-time analysis)	160	288	445593916	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-genotype42-minimal-4x8-post301-96b27f38-sim201-7558/analyses/analysis-mnp-sim201-cd2-run4-geno-kpmep2/	cd2fill-run4-percell	explicit: carina_run4_genotype*_simData.cPickle
run4trp-native	1	sim204-cd2-run4-native-design1-withtrp-trpfix-4x8-bbfc					0	0	0				explicit: same base
run4trp-native	2	sim204-cd2-run4-native-design2-withtrp-trpfix-4x8-74e3					0	0	0				explicit: same base
run4trp-native	3	sim204-cd2-run4-native-design3-withtrp-trpfix-4x8-bd8f					0	0	0				explicit: same base
run4trp-native	4	sim204-cd2-run4-native-design4-withtrp-trpfix-4x8-a479					0	0	0				explicit: same base
run4trp-native	5	sim204-cd2-run4-native-design5-withtrp-trpfix-4x8-e09a					0	0	0				explicit: same base
run4trp-native	6	sim204-cd2-run4-native-design6-withtrp-trpfix-4x8-6d06					0	0	0				explicit: same base
run4trp-native	7	sim204-cd2-run4-native-design7-withtrp-trpfix-4x8-30ce					0	0	0				explicit: same base
run4trp-native	8	sim204-cd2-run4-native-design8-withtrp-trpfix-4x8-53b8					0	0	0				explicit: same base
run4trp-native	9	sim204-cd2-run4-native-design9-withtrp-trpfix-4x8-7779					0	0	0				explicit: same base
run4trp-native	10	sim204-cd2-run4-native-design10-withtrp-trpfix-4x8-5827					0	0	0				explicit: same base
run4trp-native	11	sim204-cd2-run4-native-design11-withtrp-trpfix-4x8-6443					0	0	0				explicit: same base
run4trp-native	12	sim204-cd2-run4-native-design12-withtrp-trpfix-4x8-1528					0	0	0				explicit: same base
run4trp-native	13	sim204-cd2-run4-native-design13-withtrp-trpfix-4x8-6584					0	0	0				explicit: same base
run4trp-native	14	sim204-cd2-run4-native-design14-withtrp-trpfix-4x8-2ef5					0	0	0				explicit: same base
run4trp-native	15	sim204-cd2-run4-native-design15-withtrp-trpfix-4x8-739a					0	0	0				explicit: same base
run4trp-native	16	sim204-cd2-run4-native-design16-withtrp-trpfix-4x8-ddc9					0	0	0				explicit: same base
run4trp-pathway	1	sim204-cd2-run4-genotype1-withtrp-trpfix-4x8-3778					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	2	sim204-cd2-run4-genotype2-withtrp-trpfix-4x8-a800					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	3	sim204-cd2-run4-genotype3-withtrp-trpfix-4x8-f5a3					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	4	sim204-cd2-run4-genotype4-withtrp-trpfix-4x8-c16b					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	5	sim204-cd2-run4-genotype5-withtrp-trpfix-4x8-a89d					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	6	sim204-cd2-run4-genotype6-withtrp-trpfix-4x8-3cb9					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	7	sim204-cd2-run4-genotype7-withtrp-trpfix-4x8-79f1					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	8	sim204-cd2-run4-genotype8-withtrp-trpfix-4x8-955b					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	9	sim204-cd2-run4-genotype9-withtrp-trpfix-4x8-94de					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	10	sim204-cd2-run4-genotype10-withtrp-trpfix-4x8-5b64					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	11	sim204-cd2-run4-genotype11-withtrp-trpfix-4x8-e31c					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	12	sim204-cd2-run4-genotype12-withtrp-trpfix-4x8-0915					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	13	sim204-cd2-run4-genotype13-withtrp-trpfix-4x8-b022					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	14	sim204-cd2-run4-genotype14-withtrp-trpfix-4x8-9114					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	15	sim204-cd2-run4-genotype15-withtrp-trpfix-4x8-1130					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	16	sim204-cd2-run4-genotype16-withtrp-trpfix-4x8-d09b					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	17	sim204-cd2-run4-genotype17-withtrp-trpfix-4x8-43a6					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	18	sim204-cd2-run4-genotype18-withtrp-trpfix-4x8-7007					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	19	sim204-cd2-run4-genotype19-withtrp-trpfix-4x8-a4c5					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	20	sim204-cd2-run4-genotype20-withtrp-trpfix-4x8-a1ee					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	21	sim204-cd2-run4-genotype21-withtrp-trpfix-4x8-3629					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	22	sim204-cd2-run4-genotype22-withtrp-trpfix-4x8-138d					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	22	sim204-cd2-run4-genotype22-withtrp-trpfix-4x8-c9c1					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	23	sim204-cd2-run4-genotype23-withtrp-trpfix-4x8-23bd					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	24	sim204-cd2-run4-genotype24-withtrp-trpfix-4x8-01cb					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	25	sim204-cd2-run4-genotype25-withtrp-trpfix-4x8-6912					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	26	sim204-cd2-run4-genotype26-withtrp-trpfix-4x8-c0c8					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	27	sim204-cd2-run4-genotype27-withtrp-trpfix-4x8-4b0a					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	28	sim204-cd2-run4-genotype28-withtrp-trpfix-4x8-8cf7					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	29	sim204-cd2-run4-genotype29-withtrp-trpfix-4x8-3b6e					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	30	sim204-cd2-run4-genotype30-withtrp-trpfix-4x8-6196					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	31	sim204-cd2-run4-genotype31-withtrp-trpfix-4x8-0efd					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	32	sim204-cd2-run4-genotype32-withtrp-trpfix-4x8-488a					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	32	sim204-cd2-run4-genotype32-withtrp-trpfix-4x8-c109					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	33	sim204-cd2-run4-genotype33-withtrp-trpfix-4x8-4ba7					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	34	sim204-cd2-run4-genotype34-withtrp-trpfix-4x8-f22e					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	35	sim204-cd2-run4-genotype35-withtrp-trpfix-4x8-0794					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	36	sim204-cd2-run4-genotype36-withtrp-trpfix-4x8-07b2					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	37	sim204-cd2-run4-genotype37-withtrp-trpfix-4x8-005c					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	38	sim204-cd2-run4-genotype38-withtrp-trpfix-4x8-003a					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	39	sim204-cd2-run4-genotype39-withtrp-trpfix-4x8-8af1					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	40	sim204-cd2-run4-genotype40-withtrp-trpfix-4x8-6f2d					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	41	sim204-cd2-run4-genotype41-withtrp-trpfix-4x8-bca4					0	0	0				explicit: same base (+Trp is runtime media)
run4trp-pathway	42	sim204-cd2-run4-genotype42-withtrp-trpfix-4x8-54e3					0	0	0				explicit: same base (+Trp is runtime media)
