family	unit	store	v2ecoli_commit	parca_cache	fill_bundle	bundle_kind	ptools_tsv	viz	bytes	view_types	bundle_s3_uri	fill_jobs	sim_data_policy
run1	0	sim199-sim199-cd2-run1-k4-coupled-kla350-seed0-073d-20fe					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	1	sim199-sim199-cd2-run1-k4-coupled-kla350-seed1-6a85-1d6d					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	2	sim199-sim199-cd2-run1-k4-coupled-kla350-seed2-7ce6-072a					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	3	sim199-sim199-cd2-run1-k4-coupled-kla350-seed3-4f6a-d6da					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	4	sim199-sim199-cd2-run1-k4-coupled-kla350-seed4-7b09-4a3e					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	5	sim199-sim199-cd2-run1-k4-coupled-kla350-seed5-2771-f663					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	6	sim199-sim199-cd2-run1-k4-coupled-kla350-seed6-bd42-7878					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	7	sim199-sim199-cd2-run1-k4-coupled-kla350-seed7-6330-d2f3					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	8	sim199-sim199-cd2-run1-k4-coupled-kla350-seed8-bbe9-6c6b					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run1	9	sim199-sim199-cd2-run1-k4-coupled-kla350-seed9-00af-cd5e					0	0	0			cd2fill-run1-multigen-4of5,cd2fill-run1-multigen-4of5-v2,cd2fill-run1-multigen-801	per-seed cache (staged)
run2	sim201	sim201-cd2-run2-j3-refire3-parquet-96b27f38-10x10-dd03			analysis-multigeneration-run2j3	dedicated-fill	30	60	1257443235	ptools_proteins_multigeneration,ptools_rna_multigeneration,ptools_rxns_multigeneration	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run2-j3-refire3-parquet-96b27f38-10x10-dd03/analyses/analysis-multigeneration-run2j3/	cd2fill-run2-multiseed,cd2fill-run2-multiseed-806,cd2fill-run2j3-multigen-6of7,cd2fill-run2j3-multiseed-cd1	explicit: cand2_j3_lam075_simData.cPickle
run2	sim201	sim201-cd2-run2-j3-refire3-parquet-96b27f38-10x10-dd03			analysis-multiseed-run2j3	dedicated-fill	10	4	39984704	cd1_exchange_fluxes,cd1_fluxomics,cd1_higher_order_properties,cd1_metabolomics,cd1_proteomics,cd1_transcriptomics,ptools_metabolites_multiseed,ptools_proteins_multiseed,ptools_rna_multiseed,ptools_rxns_multiseed	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run2-j3-refire3-parquet-96b27f38-10x10-dd03/analyses/analysis-multiseed-run2j3/	cd2fill-run2-multiseed,cd2fill-run2-multiseed-806,cd2fill-run2j3-multigen-6of7,cd2fill-run2j3-multiseed-cd1	explicit: cand2_j3_lam075_simData.cPickle
run3	00	sim200-cd2-run3-sweep-combo00-25fc	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763352707	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo00-25fc/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	00	sim200-cd2-run3-sweep-combo00-25fc	96b27f385	ddc1a83	analysis-ptools-multiseed	dedicated-fill	5	5	12438562	ptools_metabolites_multiseed,ptools_overview_multiseed,ptools_proteins_multiseed,ptools_rna_multiseed,ptools_rxns_multiseed	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo00-25fc/analyses/analysis-ptools-multiseed/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	01	sim200-cd2-run3-sweep-combo01-dd9b	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763054990	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo01-dd9b/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	02	sim200-cd2-run3-sweep-combo02-48c8	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	762077144	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo02-48c8/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	03	sim200-cd2-run3-sweep-combo03-e72f	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763499573	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo03-e72f/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	04	sim200-cd2-run3-sweep-combo04-a38e	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	04	sim200-cd2-run3-sweep-combo04-retry1-ece8	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	762107313	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo04-retry1-ece8/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	05	sim200-cd2-run3-sweep-combo05-5f92	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	764152967	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo05-5f92/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	06	sim200-cd2-run3-sweep-combo06-9155	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	07	sim200-cd2-run3-sweep-combo07-7321	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	07	sim200-cd2-run3-sweep-combo07-retry1-0644	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	08	sim200-cd2-run3-sweep-combo08-0f91	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	761961896	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo08-0f91/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	09	sim200-cd2-run3-sweep-combo09-f023	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763546599	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo09-f023/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	10	sim200-cd2-run3-sweep-combo10-019f	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	11	sim200-cd2-run3-sweep-combo11-4b3a	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	12	sim200-cd2-run3-sweep-combo12-5fc1	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763229078	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo12-5fc1/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	13	sim200-cd2-run3-sweep-combo13-f677	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763635271	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo13-f677/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	14	sim200-cd2-run3-sweep-combo14-8fb5	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	15	sim200-cd2-run3-sweep-combo15-b990	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	16	sim200-cd2-run3-sweep-combo16-6e6e	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763430506	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo16-6e6e/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	17	sim200-cd2-run3-sweep-combo17-7f2a	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763853742	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo17-7f2a/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	18	sim200-cd2-run3-sweep-combo18-40e6	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	19	sim200-cd2-run3-sweep-combo19-e414	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	20	sim200-cd2-run3-sweep-combo20-eccd	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763329281	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo20-eccd/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	21	sim200-cd2-run3-sweep-combo21-03a4	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763716997	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo21-03a4/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	22	sim200-cd2-run3-sweep-combo22-1b93	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	23	sim200-cd2-run3-sweep-combo23-b2a3	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	24	sim200-cd2-run3-sweep-combo24-6bf0	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	762570955	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo24-6bf0/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	25	sim200-cd2-run3-sweep-combo25-5ec8	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	762797870	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo25-5ec8/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	26	sim200-cd2-run3-sweep-combo26-964a	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	27	sim200-cd2-run3-sweep-combo27-f8ac	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	28	sim200-cd2-run3-sweep-combo28-bab9	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763824816	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo28-bab9/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	29	sim200-cd2-run3-sweep-combo29-9b71	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763757309	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo29-9b71/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	30	sim200-cd2-run3-sweep-combo30-1db6	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	31	sim200-cd2-run3-sweep-combo31-3e07	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	32	sim200-cd2-run3-sweep-combo32-5f9e	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763852868	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo32-5f9e/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s32-35,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	33	sim200-cd2-run3-sweep-combo33-e88f	96b27f385	ddc1a83	analysis-percell-run3	dedicated-fill	400	400	763366468	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim200-cd2-run3-sweep-combo33-e88f/analyses/analysis-percell-run3/	cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s32-35,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	34	sim200-cd2-run3-sweep-combo34-def1	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s32-35,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run3	35	sim200-cd2-run3-sweep-combo35-8404	96b27f385	ddc1a83			0	0	0			cd2fill-run3-multigen-801,cd2fill-run3-multiseed-806,cd2fill-run3-percell,cd2fill-run3-percell-fixed,cd2fill-run3-percell-s12-15,cd2fill-run3-percell-s16-19,cd2fill-run3-percell-s20-23,cd2fill-run3-percell-s24-27,cd2fill-run3-percell-s28-31,cd2fill-run3-percell-s32-35,cd2fill-run3-percell-s4-7,cd2fill-run3-percell-s4-7-v2,cd2fill-run3-percell-s8-11,cd2fill-run3-percell-v2	AUTO (run_identity.json)
run4min-native	1	sim201-cd2-run4-native-design1-minimal-nativeoe-4x8-1029			analysis-mnp-sim201-cd2-run4-nati-mhh2hv	append-metabolites(into sim-time analysis)	160	288	440235170	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-native-design1-minimal-nativeoe-4x8-1029/analyses/analysis-mnp-sim201-cd2-run4-nati-mhh2hv/	cd2fill-run4-percell	explicit: same Run-4-minimal base
run4min-native	1	sim201-cd2-run4-native-design1-minimal-nativeoe-4x8-1b8c			analysis-mnp-sim201-cd2-run4-nati-yachi5	append-metabolites(into sim-time analysis)	160	288	435317392	ptools_metabolites,ptools_overview,ptools_proteins,ptools_rna,ptools_rxns	s3://smsvpctest-shared-sharedbucket60d199d6-abfvwv0day91/vecoli-output/sim201-cd2-run4-native-design1-minimal-nativeoe-4x8-1b8c/analyses/analysis-mnp-sim201-cd2-run4-nati-yachi5/	cd2fill-run4-percell	explicit: same Run-4-minimal base
